#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome","NC_002516.2",2493218,2493934,"+",877991,,"PA2264","NP_250954.1",238,"hypothetical protein PA2264"
"chromosome","NC_002516.2",2493937,2495712,"+",879537,,"PA2265","NP_250955.1",591,"gluconate dehydrogenase"
"chromosome","NC_002516.2",2495724,2497043,"+",879571,,"PA2266","NP_250956.1",439,"cytochrome C"
"chromosome","NC_002516.2",2497116,2498012,"-",877649,,"PA2267","NP_250957.1",298,"transcriptional regulator"
"chromosome","NC_002516.2",2498099,2499169,"+",878537,,"PA2268","NP_250958.1",356,"hypothetical protein PA2268"
"chromosome","NC_002516.2",2499133,2500338,"-",879733,,"PA2269","NP_250959.1",401,"hypothetical protein PA2269"
"chromosome","NC_002516.2",2500485,2501075,"+",879758,,"PA2270","NP_250960.1",196,"transcriptional regulator"
"chromosome","NC_002516.2",2501083,2501598,"+",879779,,"PA2271","NP_250961.1",171,"acetyltransferase"
"chromosome","NC_002516.2",2501720,2503417,"+",882173,"pbpC","PA2272","NP_250962.1",565,"penicillin-binding protein 3A"
"chromosome","NC_002516.2",2503425,2503895,"-",882298,"soxR","PA2273","NP_250963.1",156,"redox-sensitive transcriptional activator SoxR"
"chromosome","NC_002516.2",2503973,2504350,"+",882293,,"PA2274","NP_250964.1",125,"hypothetical protein PA2274"
"chromosome","NC_002516.2",2504375,2505436,"-",879532,,"PA2275","NP_250965.1",353,"alcohol dehydrogenase"
"chromosome","NC_002516.2",2505645,2506535,"+",877653,,"PA2276","NP_250966.1",296,"transcriptional regulator"
"chromosome","NC_002516.2",2506614,2506964,"+",878629,"arsR","PA2277","NP_250967.1",116,"ArsR family transcriptional regulator"
"chromosome","NC_002516.2",2506978,2508261,"+",878634,"arsB","PA2278","NP_250968.1",427,"arsenite-antimonite efflux pump ArsB"
"chromosome","NC_002516.2",2508293,2508763,"+",877604,"arsC","PA2279","NP_250969.1",156,"low molecular weight phosphatase"
"chromosome","NC_002516.2",2508775,2509467,"+",878504,,"PA2280","NP_250970.1",230,"hypothetical protein PA2280"
"chromosome","NC_002516.2",2509480,2510334,"-",878288,,"PA2281","NP_250971.1",284,"transcriptional regulator"
"chromosome","NC_002516.2",2510622,2511050,"+",878167,,"PA2282","NP_250972.1",142,"hypothetical protein PA2282"
"chromosome","NC_002516.2",2511057,2512514,"+",878172,,"PA2283","NP_250973.1",485,"hypothetical protein PA2283"
"chromosome","NC_002516.2",2512511,2513182,"+",877762,,"PA2284","NP_250974.1",223,"hypothetical protein PA2284"
"chromosome","NC_002516.2",2513179,2513841,"+",878202,,"PA2285","NP_250975.1",220,"hypothetical protein PA2285"
"chromosome","NC_002516.2",2513842,2515386,"+",878023,,"PA2286","NP_250976.1",514,"hypothetical protein PA2286"
"chromosome","NC_002516.2",2515373,2516008,"+",879688,,"PA2287","NP_250977.1",211,"hypothetical protein PA2287"
"chromosome","NC_002516.2",2516021,2516308,"-",878141,,"PA2288","NP_250978.1",95,"hypothetical protein PA2288"
"chromosome","NC_002516.2",2516429,2518561,"-",878189,,"PA2289","NP_250979.1",710,"hypothetical protein PA2289"
"chromosome","NC_002516.2",2518693,2521104,"-",877639,"gcd","PA2290","NP_250980.1",803,"glucose dehydrogenase"
"chromosome","NC_002516.2",2521258,2522616,"-",880793,,"PA2291","NP_250981.1",452,"glucose-sensitive porin"
"chromosome","NC_002516.2",2522958,2523239,"-",879527,,"PA2292","NP_250982.1",93,"hypothetical protein PA2292"
"chromosome","NC_002516.2",2523236,2524201,"-",879599,,"PA2293","NP_250983.1",321,"hypothetical protein PA2293"
"chromosome","NC_002516.2",2524198,2525052,"-",877955,,"PA2294","NP_250984.1",284,"ABC transporter ATP-binding protein"
"chromosome","NC_002516.2",2525049,2525846,"-",879766,,"PA2295","NP_250985.1",265,"ABC transporter permease"
"chromosome","NC_002516.2",2525871,2527277,"-",877583,,"PA2296","NP_250986.1",468,"hypothetical protein PA2296"
"chromosome","NC_002516.2",2527412,2527657,"-",877741,,"PA2297","NP_250987.1",81,"ferredoxin"
"chromosome","NC_002516.2",2527743,2529467,"-",878526,,"PA2298","NP_250988.1",574,"oxidoreductase"
"chromosome","NC_002516.2",2529464,2530213,"-",879591,,"PA2299","NP_250989.1",249,"transcriptional regulator"
"chromosome","NC_002516.2",2530389,2531840,"-",878587,"chiC","PA2300","NP_250990.1",483,"chitinase"
"chromosome","NC_002516.2",2532059,2532601,"-",878441,,"PA2301","NP_250991.1",180,"hypothetical protein PA2301"
"chromosome","NC_002516.2",2532669,2539043,"-",878274,"ambE","PA2302","NP_250992.1",2124,"protein AmbE"
"chromosome","NC_002516.2",2539063,2540082,"-",879522,"ambD","PA2303","NP_250993.1",339,"protein AmbD"
"chromosome","NC_002516.2",2540079,2541167,"-",879754,"ambC","PA2304","NP_250994.1",362,"protein AmbC"
"chromosome","NC_002516.2",2541197,2544946,"-",878073,"ambB","PA2305","NP_250995.1",1249,"protein AmbB"
"chromosome","NC_002516.2",2545042,2545659,"-",878461,"ambA","PA2306","NP_250996.1",205,"protein AmbA"
"chromosome","NC_002516.2",2545769,2546635,"-",880804,,"PA2307","NP_250997.1",288,"ABC transporter permease"
"chromosome","NC_002516.2",2546652,2547500,"-",879423,,"PA2308","NP_250998.1",282,"ABC transporter ATP-binding protein"
"chromosome","NC_002516.2",2547508,2548530,"-",881973,,"PA2309","NP_250999.1",340,"hypothetical protein PA2309"
"chromosome","NC_002516.2",2548571,2549458,"-",879530,,"PA2310","NP_251000.1",295,"hypothetical protein PA2310"
"chromosome","NC_002516.2",2549748,2549906,"+",879714,,"PA2311","NP_251001.1",52,"hypothetical protein PA2311"
"chromosome","NC_002516.2",2549961,2550542,"+",881991,,"PA2312","NP_251002.1",193,"transcriptional regulator"
"chromosome","NC_002516.2",2550619,2551122,"-",17373362,,"PA2312a","YP_008719754.1",167,"hypothetical protein PA2312a"
"chromosome","NC_002516.2",2551422,2552675,"-",883017,,"PA2314","NP_251004.1",417,"major facilitator superfamily transporter"
"chromosome","NC_002516.2",2552675,2553850,"-",883042,,"PA2315","NP_251005.1",391,"hypothetical protein PA2315"
"chromosome","NC_002516.2",2553965,2554858,"+",883052,,"PA2316","NP_251006.1",297,"transcriptional regulator"
"chromosome","NC_002516.2",2554962,2556260,"+",883103,,"PA2317","NP_251007.1",432,"oxidoreductase"
"chromosome","NC_002516.2",2556293,2556658,"+",883113,,"PA2318","NP_251008.1",121,"hypothetical protein PA2318"
"chromosome","NC_002516.2",2556948,2557964,"+",881905,,"PA2319","NP_251009.1",338,"transposase"
"chromosome","NC_002516.2",2558918,2559949,"-",883124,"gntR","PA2320","NP_251010.1",343,"GntR family transcriptional regulator"
"chromosome","NC_002516.2",2560144,2560665,"+",881898,,"PA2321","NP_251011.1",173,"gluconokinase"
"chromosome","NC_002516.2",2560762,2562114,"+",883019,,"PA2322","NP_251012.1",450,"gluconate permease"
"chromosome","NC_002516.2",2562447,2564072,"+",883046,,"PA2323","NP_251013.1",541,"glyceraldehyde-3-phosphate dehydrogenase"
"chromosome","NC_002516.2",2564290,2565549,"+",883048,,"PA2324","NP_251014.1",419,"hypothetical protein PA2324"
"chromosome","NC_002516.2",2565580,2566815,"+",883054,,"PA2325","NP_251015.1",411,"hypothetical protein PA2325"
"chromosome","NC_002516.2",2566875,2568284,"-",883056,,"PA2326","NP_251016.1",469,"hypothetical protein PA2326"
"chromosome","NC_002516.2",2568929,2569693,"-",883075,,"PA2327","NP_251017.1",254,"ABC transporter permease"
"chromosome","NC_002516.2",2569690,2570889,"-",881900,,"PA2328","NP_251018.1",399,"hypothetical protein PA2328"
"chromosome","NC_002516.2",2570855,2571691,"-",883116,,"PA2329","NP_251019.1",278,"ABC transporter ATP-binding protein"
"chromosome","NC_002516.2",2571688,2572755,"-",883026,,"PA2330","NP_251020.1",355,"hypothetical protein PA2330"
"chromosome","NC_002516.2",2572805,2573365,"-",881926,,"PA2331","NP_251021.1",186,"hypothetical protein PA2331"
"chromosome","NC_002516.2",2573470,2574375,"+",881948,,"PA2332","NP_251022.1",301,"transcriptional regulator"
"chromosome","NC_002516.2",2574376,2575992,"-",883030,,"PA2333","NP_251023.1",538,"sulfatase"
"chromosome","NC_002516.2",2576089,2577000,"-",883067,,"PA2334","NP_251024.1",303,"transcriptional regulator"
"chromosome","NC_002516.2",2577150,2579519,"+",881961,,"PA2335","NP_251025.1",789,"TonB-dependent receptor"
"chromosome","NC_002516.2",2579542,2580882,"+",883122,,"PA2336","NP_251026.1",446,"hypothetical protein PA2336"
"chromosome","NC_002516.2",2581034,2581939,"+",883068,"mtlR","PA2337","NP_251027.1",301,"transcriptional regulator MtlR"
"chromosome","NC_002516.2",2582097,2583407,"+",883086,,"PA2338","NP_251028.1",436,"maltose/mannitol ABC transporter substrate-binding protein"
"chromosome","NC_002516.2",2583483,2584415,"+",883071,,"PA2339","NP_251029.1",310,"binding-protein-dependent maltose/mannitol transport protein"
"chromosome","NC_002516.2",2584426,2585259,"+",880929,,"PA2340","NP_251030.1",277,"binding-protein-dependent maltose/mannitol transport protein"
"chromosome","NC_002516.2",2585299,2586411,"+",878622,,"PA2341","NP_251031.1",370,"maltose ABC transporter ATP-binding protein"
"chromosome","NC_002516.2",2586434,2587909,"+",879998,"mtlD","PA2342","NP_251032.1",491,"mannitol dehydrogenase"
"chromosome","NC_002516.2",2587906,2589414,"+",880010,"mtlY","PA2343","NP_251033.1",502,"xylulose kinase"
"chromosome","NC_002516.2",2589455,2590387,"+",878614,"mtlZ","PA2344","NP_251034.1",310,"fructokinase"
"chromosome","NC_002516.2",2590430,2591665,"-",879884,,"PA2345","NP_251035.1",411,"hypothetical protein PA2345"
"chromosome","NC_002516.2",2592084,2593319,"+",879885,,"PA2346","NP_251036.1",411,"hypothetical protein PA2346"
"chromosome","NC_002516.2",2593330,2594547,"+",880014,,"PA2347","NP_251037.1",405,"hypothetical protein PA2347"
"chromosome","NC_002516.2",2594565,2595953,"+",879907,,"PA2348","NP_251038.1",462,"hypothetical protein PA2348"
"chromosome","NC_002516.2",2595985,2596779,"+",881889,,"PA2349","NP_251039.1",264,"hypothetical protein PA2349"
"chromosome","NC_002516.2",2596776,2597885,"+",878114,,"PA2350","NP_251040.1",369,"methionine ABC transporter ATP-binding protein"
"chromosome","NC_002516.2",2597869,2598522,"+",881932,,"PA2351","NP_251041.1",217,"ABC transporter permease"
"chromosome","NC_002516.2",2598700,2599827,"+",881920,,"PA2352","NP_251042.1",375,"glycerophosphoryl diester phosphodiesterase"
"chromosome","NC_002516.2",2599893,2601047,"-",881974,,"PA2353","NP_251043.1",384,"hypothetical protein PA2353"
"chromosome","NC_002516.2",2601219,2602349,"-",882192,,"PA2354","NP_251044.1",376,"transcriptional regulator"
"chromosome","NC_002516.2",2602346,2603530,"-",879208,,"PA2355","NP_251045.1",394,"FMNH2-dependent monooxygenase"
"chromosome","NC_002516.2",2603560,2604705,"-",879651,"msuD","PA2356","NP_251046.1",381,"methanesulfonate monooxygenase"
"chromosome","NC_002516.2",2604715,2605275,"-",882283,"msuE","PA2357","NP_251047.1",186,"FMN reductase MsuE"
"chromosome","NC_002516.2",2605435,2605824,"-",878242,,"PA2358","NP_251048.1",129,"hypothetical protein PA2358"
"chromosome","NC_002516.2",2605937,2607022,"-",882226,,"PA2359","NP_251049.1",361,"transcriptional regulator"
"chromosome","NC_002516.2",2607132,2608232,"-",882227,,"PA2360","NP_251050.1",366,"hypothetical protein PA2360"
"chromosome","NC_002516.2",2608229,2612044,"-",882236,,"PA2361","NP_251051.1",1271,"hypothetical protein PA2361"
"chromosome","NC_002516.2",2612041,2612799,"-",882222,,"PA2362","NP_251052.1",252,"hypothetical protein PA2362"
"chromosome","NC_002516.2",2612817,2614148,"-",882215,,"PA2363","NP_251053.1",443,"hypothetical protein PA2363"
"chromosome","NC_002516.2",2614208,2614684,"-",882201,,"PA2364","NP_251054.1",158,"hypothetical protein PA2364"
"chromosome","NC_002516.2",2614893,2615438,"+",882187,,"PA2365","NP_251055.1",181,"hypothetical protein PA2365"
"chromosome","NC_002516.2",2615461,2616945,"+",882284,,"PA2366","NP_251056.1",494,"uricase"
"chromosome","NC_002516.2",2617019,2617516,"+",881890,,"PA2367","NP_251057.1",165,"hypothetical protein PA2367"
"chromosome","NC_002516.2",2617529,2617954,"+",881891,,"PA2368","NP_251058.1",141,"hypothetical protein PA2368"
"chromosome","NC_002516.2",2617938,2619731,"+",883074,,"PA2369","NP_251059.1",597,"hypothetical protein PA2369"
"chromosome","NC_002516.2",2619695,2620711,"+",883136,,"PA2370","NP_251060.1",338,"hypothetical protein PA2370"
"chromosome","NC_002516.2",2620713,2623262,"+",877948,,"PA2371","NP_251061.1",849,"ClpA/B-type protease"
"chromosome","NC_002516.2",2624204,2626210,"+",878107,,"PA2373","NP_251063.1",668,"hypothetical protein PA2373"
"chromosome","NC_002516.2",2626221,2626757,"+",877895,,"PA2374","NP_251064.1",178,"hypothetical protein PA2374"
"chromosome","NC_002516.2",2626780,2627175,"-",879665,,"PA2375","NP_251065.1",131,"hypothetical protein PA2375"
"chromosome","NC_002516.2",2627452,2628093,"+",879666,,"PA2376","NP_251066.1",213,"transcriptional regulator"
"chromosome","NC_002516.2",2628225,2629499,"+",879185,,"PA2377","NP_251067.1",424,"hypothetical protein PA2377"
"chromosome","NC_002516.2",2629916,2632231,"-",879694,,"PA2378","NP_251068.1",771,"aldehyde dehydrogenase"
"chromosome","NC_002516.2",2632228,2632698,"-",877669,,"PA2379","NP_251069.1",156,"oxidoreductase"
"chromosome","NC_002516.2",2632963,2633199,"-",880047,,"PA2380","NP_251070.1",78,"hypothetical protein PA2380"
"chromosome","NC_002516.2",2633494,2633736,"+",877663,,"PA2381","NP_251071.1",80,"hypothetical protein PA2381"
"chromosome","NC_002516.2",2633803,2634954,"-",880725,"lldA","PA2382","NP_251072.1",383,"L-lactate dehydrogenase"
"chromosome","NC_002516.2",2635051,2635971,"-",879585,,"PA2383","NP_251073.1",306,"transcriptional regulator"
"chromosome","NC_002516.2",2636013,2636336,"-",879586,,"PA2384","NP_251074.1",107,"hypothetical protein PA2384"
"chromosome","NC_002516.2",2636517,2638805,"-",882260,"pvdQ","PA2385","NP_251075.1",762,"acyl-homoserine lactone acylase PvdQ"
"chromosome","NC_002516.2",2638928,2640259,"-",882167,"pvdA","PA2386","NP_251076.1",443,"L-ornithine N5-oxygenase"
"chromosome","NC_002516.2",2640392,2640871,"-",882249,"fpvI","PA2387","NP_251077.1",159,"RNA polymerase sigma factor"
"chromosome","NC_002516.2",2641035,2642030,"+",882258,"fpvR","PA2388","NP_251078.1",331,"protein FpvR"
"chromosome","NC_002516.2",2642131,2643306,"+",882270,"pvdR","PA2389","NP_251079.1",391,"pyoverdine biosynthesis protein PvdR"
"chromosome","NC_002516.2",2643306,2645297,"+",882237,"pvdT","PA2390","NP_251080.1",663,"pyoverdine biosynthesis protein PvdT"
"chromosome","NC_002516.2",2645303,2646727,"+",882223,"opmQ","PA2391","NP_251081.1",474,"hypothetical protein PA2391"
"chromosome","NC_002516.2",2646776,2648410,"-",882224,"pvdP","PA2392","NP_251082.1",544,"pyoverdine biosynthesis protein PvdP"
"chromosome","NC_002516.2",2648626,2649972,"+",882216,,"PA2393","NP_251083.1",448,"dipeptidase"
"chromosome","NC_002516.2",2649995,2651278,"+",882202,"pvdN","PA2394","NP_251084.1",427,"pyoverdine biosynthesis protein PvdN"
"chromosome","NC_002516.2",2651307,2652161,"+",882188,"pvdO","PA2395","NP_251085.1",284,"pyoverdine biosynthesis protein PvdO"
"chromosome","NC_002516.2",2652230,2653057,"-",878624,"pvdF","PA2396","NP_251086.1",275,"pyoverdine synthetase F"
"chromosome","NC_002516.2",2653435,2655084,"+",877645,"pvdE","PA2397","NP_251087.1",549,"pyoverdine biosynthesis protein PvdE"
"chromosome","NC_002516.2",2655187,2657634,"+",878605,"fpvA","PA2398","NP_251088.1",815,"ferripyoverdine receptor"
"chromosome","NC_002516.2",2657798,2665144,"-",879750,"pvdD","PA2399","NP_251089.1",2448,"pyoverdine synthetase D"
"chromosome","NC_002516.2",2665156,2671629,"-",878178,"pvdJ","PA2400","NP_251090.2",2157,"pyoverdine biosynthesis protein PvdJ"
"chromosome","NC_002516.2",2671729,2687178,"-",878257,,"PA2402","NP_251092.1",5149,"peptide synthase"
"chromosome","NC_002516.2",2687497,2688708,"+",878268,,"PA2403","NP_251093.1",403,"hypothetical protein PA2403"
"chromosome","NC_002516.2",2688705,2689244,"+",879521,,"PA2404","NP_251094.1",179,"hypothetical protein PA2404"
"chromosome","NC_002516.2",2689241,2689570,"+",878222,,"PA2405","NP_251095.1",109,"hypothetical protein PA2405"
"chromosome","NC_002516.2",2689567,2690127,"+",879584,,"PA2406","NP_251096.1",186,"hypothetical protein PA2406"
"chromosome","NC_002516.2",2690160,2691113,"+",879560,,"PA2407","NP_251097.1",317,"adhesion protein"
"chromosome","NC_002516.2",2691110,2691865,"+",879637,,"PA2408","NP_251098.1",251,"ABC transporter ATP-binding protein"
"chromosome","NC_002516.2",2691862,2692767,"+",879638,,"PA2409","NP_251099.1",301,"ABC transporter permease"
"chromosome","NC_002516.2",2692764,2693681,"+",879581,,"PA2410","NP_251100.1",305,"hypothetical protein PA2410"
"chromosome","NC_002516.2",2693781,2694545,"-",879753,,"PA2411","NP_251101.1",254,"thioesterase"
"chromosome","NC_002516.2",2694546,2694764,"-",878774,,"PA2412","NP_251102.1",72,"hypothetical protein PA2412"
"chromosome","NC_002516.2",2694842,2696251,"-",882857,"pvdH","PA2413","NP_251103.1",469,"diaminobutyrate--2-oxoglutarate aminotransferase"
"chromosome","NC_002516.2",2696430,2697749,"-",880254,,"PA2414","NP_251104.1",439,"L-sorbosone dehydrogenase"
"chromosome","NC_002516.2",2697742,2698167,"-",882860,,"PA2415","NP_251105.1",141,"hypothetical protein PA2415"
"chromosome","NC_002516.2",2698526,2700163,"+",882861,"treA","PA2416","NP_251106.1",545,"trehalase"
"chromosome","NC_002516.2",2700167,2701105,"-",882837,,"PA2417","NP_251107.1",312,"transcriptional regulator"
"chromosome","NC_002516.2",2701206,2702066,"+",880264,,"PA2418","NP_251108.1",286,"quercetin 2,3-dioxygenase"
"chromosome","NC_002516.2",2702164,2702844,"+",880257,,"PA2419","NP_251109.1",226,"hydrolase"
"chromosome","NC_002516.2",2702926,2704344,"+",878474,,"PA2420","NP_251110.1",472,"porin"
"chromosome","NC_002516.2",2704377,2705297,"+",882989,,"PA2421","NP_251111.1",306,"hypothetical protein PA2421"
"chromosome","NC_002516.2",2705773,2706087,"+",882841,,"PA2422","NP_251112.1",104,"hypothetical protein PA2422"
"chromosome","NC_002516.2",2706387,2707181,"+",882842,,"PA2423","NP_251113.1",264,"hypothetical protein PA2423"
"chromosome","NC_002516.2",2707666,2720694,"-",882838,"pvdL","PA2424","NP_251114.1",4342,"peptide synthase"
"chromosome","NC_002516.2",2720767,2721531,"-",882840,"pvdG","PA2425","NP_251115.1",254,"pyoverdine biosynthesis protein PvdG"
"chromosome","NC_002516.2",2722175,2722738,"+",882839,"pvdS","PA2426","NP_251116.1",187,"extracytoplasmic-function sigma-70 factor"
"chromosome","NC_002516.2",2722755,2723222,"-",882847,,"PA2427","NP_251117.1",155,"hypothetical protein PA2427"
"chromosome","NC_002516.2",2723309,2724223,"-",882843,,"PA2428","NP_251118.1",304,"hypothetical protein PA2428"
"chromosome","NC_002516.2",2724485,2724730,"+",882845,,"PA2429","NP_251119.1",81,"hypothetical protein PA2429"
"chromosome","NC_002516.2",2724767,2725771,"-",882846,,"PA2430","NP_251120.1",334,"hypothetical protein PA2430"
"chromosome","NC_002516.2",2725967,2728141,"-",882844,,"PA2431","NP_251121.1",724,"hypothetical protein PA2431"
"chromosome","NC_002516.2",2728542,2729456,"+",882852,"bexR","PA2432","NP_251122.1",304,"bistable expression regulator BexR"
"chromosome","NC_002516.2",2729571,2729840,"+",882848,,"PA2433","NP_251123.1",89,"hypothetical protein PA2433"
"chromosome","NC_002516.2",2729976,2730521,"-",882851,,"PA2434","NP_251124.1",181,"hypothetical protein PA2434"
"chromosome","NC_002516.2",2730518,2732503,"-",882849,,"PA2435","NP_251125.1",661,"cation-transporting P-type ATPase"
"chromosome","NC_002516.2",2732532,2732966,"-",882850,,"PA2436","NP_251126.1",144,"hypothetical protein PA2436"
"chromosome","NC_002516.2",2733120,2734160,"-",882935,,"PA2437","NP_251127.1",346,"hypothetical protein PA2437"
"chromosome","NC_002516.2",2734157,2735182,"-",882853,,"PA2438","NP_251128.1",341,"hypothetical protein PA2438"
"chromosome","NC_002516.2",2735194,2737194,"-",882936,,"PA2439","NP_251129.1",666,"hypothetical protein PA2439"
"chromosome","NC_002516.2",2737882,2738844,"+",882929,,"PA2440","NP_251130.1",320,"hypothetical protein PA2440"
"chromosome","NC_002516.2",2738841,2739716,"+",882933,,"PA2441","NP_251131.1",291,"hypothetical protein PA2441"
"chromosome","NC_002516.2",2739762,2740883,"-",882934,"gcvT2","PA2442","NP_251132.1",373,"glycine cleavage system protein T2"
"chromosome","NC_002516.2",2740977,2742353,"-",882930,"sdaA","PA2443","NP_251133.1",458,"L-serine dehydratase"
"chromosome","NC_002516.2",2742401,2743657,"-",882925,"glyA2","PA2444","NP_251134.1",418,"serine hydroxymethyltransferase"
"chromosome","NC_002516.2",2743800,2746679,"-",882927,"gcvP2","PA2445","NP_251135.1",959,"glycine dehydrogenase"
"chromosome","NC_002516.2",2746690,2747073,"-",882928,"gcvH2","PA2446","NP_251136.1",127,"glycine cleavage system protein H"
"chromosome","NC_002516.2",2747332,2748255,"-",882926,,"PA2447","NP_251137.1",307,"transcriptional regulator"
"chromosome","NC_002516.2",2748378,2750120,"+",882921,,"PA2448","NP_251138.1",580,"hypothetical protein PA2448"
"chromosome","NC_002516.2",2750128,2751663,"-",882923,,"PA2449","NP_251139.1",511,"transcriptional regulator"
"chromosome","NC_002516.2",2751745,2752662,"-",882924,,"PA2450","NP_251140.1",305,"hypothetical protein PA2450"
"chromosome","NC_002516.2",2754602,2754823,"+",882918,,"PA2453","NP_251143.1",73,"hypothetical protein PA2453"
"chromosome","NC_002516.2",2754877,2755728,"+",882951,,"PA2454","NP_251144.1",283,"hypothetical protein PA2454"
"chromosome","NC_002516.2",2755725,2756252,"+",882948,,"PA2455","NP_251145.1",175,"hypothetical protein PA2455"
"chromosome","NC_002516.2",2756918,2757898,"+",882963,,"PA2457","NP_251147.1",326,"hypothetical protein PA2457"
"chromosome","NC_002516.2",2758061,2759182,"+",882939,,"PA2458","NP_251148.1",373,"hypothetical protein PA2458"
"chromosome","NC_002516.2",2759482,2760087,"-",882940,,"PA2459","NP_251149.1",201,"hypothetical protein PA2459"
"chromosome","NC_002516.2",2760323,2760619,"-",882945,,"PA2460","NP_251150.1",98,"hypothetical protein PA2460"
"chromosome","NC_002516.2",2760872,2761351,"-",882913,,"PA2461","NP_251151.1",159,"hypothetical protein PA2461"
"chromosome","NC_002516.2",2761921,2778804,"-",882914,,"PA2462","NP_251152.1",5627,"hypothetical protein PA2462"
"chromosome","NC_002516.2",2778917,2780614,"-",882955,,"PA2463","NP_251153.1",565,"hypothetical protein PA2463"
"chromosome","NC_002516.2",2780927,2781451,"-",882957,,"PA2464","NP_251154.1",174,"hypothetical protein PA2464"
"chromosome","NC_002516.2",2781498,2782646,"-",882958,,"PA2465","NP_251155.1",382,"hypothetical protein PA2465"
"chromosome","NC_002516.2",2782764,2785226,"-",882859,"foxA","PA2466","NP_251156.1",820,"ferrioxamine receptor FoxA"
"chromosome","NC_002516.2",2785370,2786356,"-",882971,"foxR","PA2467","NP_251157.1",328,"anti-sigma factor FoxR"
"chromosome","NC_002516.2",2786365,2786883,"-",882912,"foxI","PA2468","NP_251158.1",172,"ECF sigma factor FoxI"
"chromosome","NC_002516.2",2786972,2787886,"-",882858,,"PA2469","NP_251159.1",304,"transcriptional regulator"
"chromosome","NC_002516.2",2788011,2789072,"+",882920,"gtdA","PA2470","NP_251160.1",353,"gentisate 1,2-dioxygenase"
"chromosome","NC_002516.2",2789085,2789783,"+",882915,,"PA2471","NP_251161.1",232,"hypothetical protein PA2471"
"chromosome","NC_002516.2",2789861,2791207,"+",882916,,"PA2472","NP_251162.1",448,"major facilitator superfamily transporter"
"chromosome","NC_002516.2",2791220,2791864,"+",882919,,"PA2473","NP_251163.1",214,"glutathione S-transferase"
"chromosome","NC_002516.2",2791906,2792817,"+",882856,,"PA2474","NP_251164.1",303,"hypothetical protein PA2474"
"chromosome","NC_002516.2",2792799,2794133,"-",879833,,"PA2475","NP_251165.1",444,"cytochrome P450"
"chromosome","NC_002516.2",2794206,2794976,"-",882549,"dsbG","PA2476","NP_251166.1",256,"thiol:disulfide interchange protein DsbG"
"chromosome","NC_002516.2",2794973,2795809,"-",882174,,"PA2477","NP_251167.1",278,"thiol:disulfide interchange protein"
"chromosome","NC_002516.2",2795809,2797572,"-",882175,,"PA2478","NP_251168.1",587,"thiol:disulfide interchange protein DsbD"
"chromosome","NC_002516.2",2797735,2798415,"+",882194,,"PA2479","NP_251169.1",226,"two-component response regulator"
"chromosome","NC_002516.2",2798412,2799734,"+",882195,,"PA2480","NP_251170.1",440,"two-component sensor"
"chromosome","NC_002516.2",2799910,2800785,"-",879888,,"PA2481","NP_251171.1",291,"hypothetical protein PA2481"
"chromosome","NC_002516.2",2800782,2801435,"-",879889,,"PA2482","NP_251172.1",217,"cytochrome C"
"chromosome","NC_002516.2",2801550,2802551,"-",880030,,"PA2483","NP_251173.1",333,"hypothetical protein PA2483"
"chromosome","NC_002516.2",2802702,2803316,"-",880031,,"PA2484","NP_251174.1",204,"hypothetical protein PA2484"
"chromosome","NC_002516.2",2803345,2803623,"+",880511,,"PA2485","NP_251175.1",92,"hypothetical protein PA2485"
"chromosome","NC_002516.2",2803640,2803834,"+",880512,,"PA2486","NP_251176.1",64,"hypothetical protein PA2486"
"chromosome","NC_002516.2",2803860,2804132,"-",882890,,"PA2487","NP_251177.1",90,"hypothetical protein PA2487"
"chromosome","NC_002516.2",2804230,2804994,"+",882891,,"PA2488","NP_251178.1",254,"transcriptional regulator"
"chromosome","NC_002516.2",2805021,2805836,"+",880235,,"PA2489","NP_251179.1",271,"transcriptional regulator"
"chromosome","NC_002516.2",2805917,2806291,"+",880236,,"PA2490","NP_251180.1",124,"hypothetical protein PA2490"
"chromosome","NC_002516.2",2806350,2807369,"-",880416,,"PA2491","NP_251181.1",339,"oxidoreductase"
"chromosome","NC_002516.2",2807469,2808512,"+",880417,"mexT","PA2492","NP_251182.1",347,"transcriptional regulator MexT"
"chromosome","NC_002516.2",2808743,2809987,"+",880212,"mexE","PA2493","NP_251183.1",414,"resistance-nodulation-cell division (RND) multidrug efflux membrane fusion protein MexE"
"chromosome","NC_002516.2",2810009,2813197,"+",882884,"mexF","PA2494","NP_251184.1",1062,"resistance-nodulation-cell division (RND) multidrug efflux transporter MexF"
"chromosome","NC_002516.2",2813194,2814612,"+",882885,"oprN","PA2495","NP_251185.1",472,"multidrug efflux outer membrane protein OprN"
"chromosome","NC_002516.2",2814767,2815282,"-",882886,,"PA2496","NP_251186.1",171,"hypothetical protein PA2496"
"chromosome","NC_002516.2",2815341,2816219,"-",882887,,"PA2497","NP_251187.1",292,"transcriptional regulator"
"chromosome","NC_002516.2",2816347,2816979,"+",882808,,"PA2498","NP_251188.1",210,"hypothetical protein PA2498"
"chromosome","NC_002516.2",2816997,2817452,"+",882809,,"PA2499","NP_251189.1",151,"deaminase"
"chromosome","NC_002516.2",2817449,2818675,"+",882882,,"PA2500","NP_251190.1",408,"major facilitator superfamily transporter"
